season,episode,Andy_lines,Angela_lines,Creed_lines,Darryl_lines,Dwight_lines,Erin_lines,Jim_lines,Kelly_lines,Kevin_lines,Meredith_lines,Michael_lines,Oscar_lines,Pam_lines,Phyllis_lines,Ryan_lines,Stanley_lines,Toby_lines,id,Andy_scenes,Angela_scenes,Creed_scenes,Darryl_scenes,Dwight_scenes,Erin_scenes,Jim_scenes,Kelly_scenes,Kevin_scenes,Meredith_scenes,Michael_scenes,Oscar_scenes,Pam_scenes,Phyllis_scenes,Ryan_scenes,Stanley_scenes,Toby_scenes,index
6,17,24.0,3.0,0.0,0.0,29.0,20.0,40.0,3.0,3.0,4.0,52.0,4.0,1.0,1.0,3.0,1.0,0.0,16,9,2,0,0,9,8,9,1,3,2,15,3,1,1,1,1,0,107
6,18,15.0,6.0,0.0,9.0,43.0,7.0,51.0,8.0,8.0,3.0,85.0,1.0,3.0,18.0,3.0,11.0,2.0,17,8,4,0,3,12,4,12,2,3,2,19,1,2,10,1,9,2,108
6,19,35.0,17.0,1.0,10.0,34.0,16.0,33.0,4.0,7.0,1.0,74.0,20.0,31.0,6.0,5.0,1.0,0.0,18,11,4,1,4,7,6,15,2,4,1,18,8,11,5,1,1,0,109
6,20,25.0,5.0,0.0,3.0,17.0,52.0,8.0,5.0,20.0,9.0,46.0,6.0,28.0,3.0,5.0,0.0,3.0,19,11,2,0,1,8,14,6,4,9,4,11,4,9,2,2,0,2,110
6,21,3.0,3.0,1.0,4.0,45.0,9.0,37.0,28.0,8.0,0.0,86.0,9.0,27.0,4.0,4.0,2.0,0.0,20,2,2,1,2,15,5,15,6,5,0,27,7,11,3,1,1,0,111
6,22,30.0,0.0,2.0,26.0,38.0,3.0,14.0,7.0,0.0,1.0,92.0,1.0,42.0,0.0,4.0,3.0,0.0,21,9,0,2,11,12,1,8,2,0,1,14,1,10,0,3,2,0,112
6,23,41.0,17.0,4.0,4.0,36.0,11.0,21.0,5.0,6.0,3.0,82.0,3.0,30.0,8.0,11.0,2.0,5.0,22,10,8,3,1,13,5,8,2,3,2,20,2,9,5,6,2,3,113
6,24,17.0,4.0,2.0,6.0,19.0,4.0,13.0,5.0,7.0,0.0,67.0,2.0,17.0,5.0,2.0,2.0,7.0,23,8,4,2,3,9,2,4,3,4,0,24,2,6,5,1,2,3,114
7,1,16.0,3.0,4.0,5.0,21.0,7.0,22.0,5.0,5.0,3.0,58.0,8.0,25.0,7.0,3.0,5.0,3.0,0,10,3,4,4,8,4,10,4,4,3,15,5,8,4,1,3,3,115
7,2,13.0,4.0,1.0,4.0,48.0,4.0,34.0,6.0,0.0,0.0,31.0,7.0,39.0,3.0,3.0,3.0,35.0,1,8,2,1,2,11,4,10,4,0,0,10,2,15,3,2,3,14,116
7,3,49.0,16.0,2.0,11.0,17.0,19.0,19.0,2.0,0.0,1.0,43.0,1.0,17.0,4.0,0.0,2.0,0.0,2,18,8,2,3,8,7,8,2,0,1,13,1,6,2,0,2,0,117
7,4,40.0,2.0,2.0,8.0,41.0,4.0,4.0,5.0,10.0,7.0,88.0,7.0,8.0,5.0,1.0,4.0,0.0,3,10,2,1,4,14,3,3,3,2,3,17,4,6,4,1,1,0,118
7,5,38.0,2.0,2.0,23.0,56.0,2.0,59.0,3.0,12.0,15.0,85.0,16.0,10.0,8.0,3.0,5.0,0.0,4,8,2,1,4,21,2,21,2,5,7,17,6,5,4,2,3,0,119
7,6,16.0,5.0,3.0,26.0,14.0,7.0,27.0,5.0,19.0,1.0,59.0,8.0,24.0,5.0,6.0,7.0,4.0,5,9,4,3,6,8,6,13,4,8,1,16,7,12,4,5,4,2,120
7,7,25.0,8.0,0.0,2.0,16.0,9.0,38.0,2.0,4.0,0.0,74.0,2.0,33.0,5.0,6.0,3.0,3.0,6,9,3,0,2,7,4,13,2,2,0,26,2,8,4,5,3,3,121
7,8,27.0,9.0,4.0,0.0,26.0,42.0,18.0,13.0,9.0,0.0,56.0,7.0,23.0,12.0,3.0,1.0,0.0,7,9,4,2,0,6,12,6,8,5,0,19,2,8,4,2,1,0,122
7,9,10.0,20.0,3.0,0.0,24.0,7.0,24.0,5.0,9.0,0.0,66.0,5.0,28.0,1.0,54.0,7.0,0.0,8,6,7,1,0,9,3,10,2,6,0,14,1,9,1,12,5,0,123
7,10,23.0,3.0,2.0,13.0,48.0,10.0,27.0,8.0,8.0,2.0,56.0,25.0,45.0,3.0,7.0,6.0,0.0,9,10,3,1,6,14,6,9,2,3,2,14,6,12,3,3,4,0,124
7,11,28.0,26.0,4.0,23.0,38.0,18.0,50.0,14.0,15.0,10.0,130.0,12.0,69.0,13.0,11.0,5.0,25.0,10,11,10,3,11,14,10,20,7,10,7,24,7,24,7,4,4,7,125
7,12,21.0,7.0,13.0,21.0,34.0,21.0,8.0,10.0,19.0,1.0,75.0,3.0,31.0,9.0,6.0,0.0,0.0,11,6,3,4,7,10,8,2,5,5,1,14,2,9,4,3,0,0,126
7,13,51.0,0.0,2.0,3.0,19.0,25.0,24.0,12.0,9.0,0.0,37.0,14.0,18.0,3.0,8.0,2.0,0.0,12,19,0,2,1,7,10,6,5,5,0,11,3,7,3,1,2,0,127
7,14,14.0,1.0,0.0,8.0,26.0,14.0,32.0,9.0,7.0,3.0,42.0,12.0,36.0,10.0,6.0,3.0,0.0,13,6,1,0,5,6,8,4,1,5,3,8,5,10,5,1,1,0,128
7,15,37.0,9.0,1.0,16.0,24.0,38.0,23.0,1.0,13.0,1.0,73.0,17.0,24.0,3.0,6.0,1.0,0.0,14,9,2,1,6,4,9,8,1,7,1,18,6,8,3,3,1,0,129
7,16,2.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,2.0,0.0,33.0,0.0,4.0,0.0,1.0,0.0,0.0,15,2,0,1,0,3,1,4,1,1,0,19,0,2,0,1,0,0,130
7,17,29.0,1.0,0.0,0.0,41.0,10.0,38.0,3.0,13.0,3.0,57.0,1.0,36.0,1.0,4.0,1.0,0.0,16,6,1,0,0,11,4,10,2,5,2,10,1,10,1,3,1,0,131
7,18,17.0,1.0,0.0,10.0,31.0,0.0,24.0,3.0,18.0,3.0,72.0,7.0,32.0,3.0,9.0,1.0,0.0,17,4,1,0,3,11,0,7,1,6,2,15,5,8,1,7,1,0,132
7,19,12.0,4.0,0.0,8.0,10.0,10.0,10.0,5.0,4.0,1.0,68.0,5.0,8.0,2.0,2.0,3.0,0.0,18,8,3,0,7,4,4,6,2,4,1,15,3,4,2,2,3,0,133
7,20,4.0,2.0,1.0,3.0,13.0,12.0,24.0,0.0,6.0,6.0,82.0,6.0,15.0,3.0,6.0,3.0,2.0,19,2,1,1,3,6,5,9,0,5,4,21,4,7,3,4,3,2,134
7,21,24.0,12.0,2.0,3.0,16.0,12.0,18.0,3.0,11.0,6.0,116.0,6.0,20.0,18.0,3.0,7.0,5.0,20,8,4,2,1,7,2,4,2,3,3,31,3,8,9,1,2,2,135
7,22,9.0,4.0,0.0,8.0,20.0,3.0,40.0,15.0,13.0,0.0,0.0,2.0,24.0,4.0,15.0,0.0,1.0,21,6,3,0,7,8,2,16,5,9,0,0,2,9,2,6,0,1,136
7,23,26.0,11.0,2.0,5.0,73.0,13.0,28.0,6.0,20.0,1.0,0.0,4.0,11.0,5.0,2.0,2.0,6.0,22,6,5,1,3,17,8,13,3,7,1,0,2,8,5,1,2,3,137
7,24,26.0,11.0,17.0,27.0,44.0,23.0,90.0,17.0,14.0,6.0,0.0,22.0,32.0,20.0,11.0,4.0,13.0,23,12,5,9,9,12,10,24,7,9,4,0,7,15,10,6,3,8,138
8,1,52.0,7.0,1.0,5.0,38.0,9.0,38.0,6.0,10.0,6.0,0.0,7.0,25.0,11.0,5.0,8.0,4.0,0,21,5,1,5,18,6,18,4,7,4,0,6,17,7,5,7,4,139
8,2,86.0,14.0,0.0,7.0,21.0,18.0,42.0,5.0,24.0,5.0,0.0,7.0,34.0,8.0,5.0,5.0,1.0,1,26,3,0,3,8,7,12,3,11,4,0,4,12,7,4,5,1,140
8,3,63.0,3.0,1.0,49.0,37.0,12.0,52.0,6.0,21.0,4.0,0.0,18.0,23.0,7.0,6.0,0.0,2.0,2,15,1,1,12,14,8,14,3,10,2,0,5,6,5,3,0,2,141
8,4,66.0,13.0,0.0,10.0,29.0,5.0,23.0,3.0,6.0,6.0,0.0,10.0,15.0,3.0,8.0,1.0,6.0,3,23,4,0,5,16,4,14,2,5,5,0,7,7,2,7,1,1,142
8,5,34.0,5.0,4.0,9.0,21.0,36.0,29.0,12.0,9.0,9.0,0.0,10.0,27.0,7.0,3.0,4.0,7.0,4,15,3,3,5,6,14,11,3,6,5,0,6,8,4,2,3,3,143
8,6,54.0,7.0,0.0,16.0,51.0,8.0,44.0,5.0,10.0,0.0,0.0,11.0,21.0,2.0,3.0,9.0,8.0,5,19,4,0,7,16,7,13,3,7,0,0,5,8,2,3,9,1,144
8,7,43.0,0.0,2.0,23.0,55.0,13.0,40.0,6.0,15.0,0.0,0.0,4.0,65.0,2.0,6.0,0.0,4.0,6,10,0,1,9,15,2,11,3,7,0,0,1,19,1,3,0,1,145
8,8,58.0,1.0,0.0,13.0,30.0,17.0,25.0,5.0,18.0,1.0,0.0,20.0,18.0,11.0,11.0,4.0,0.0,7,19,1,0,7,11,8,12,4,9,1,0,7,9,8,6,2,0,146
8,9,59.0,2.0,2.0,24.0,52.0,8.0,29.0,1.0,2.0,1.0,0.0,12.0,0.0,3.0,3.0,1.0,3.0,8,16,2,2,7,17,6,11,1,2,1,0,5,0,2,3,1,1,147
8,10,88.0,2.0,2.0,10.0,28.0,38.0,44.0,10.0,10.0,18.0,0.0,9.0,0.0,7.0,10.0,5.0,6.0,9,24,1,2,3,10,12,15,5,5,5,0,5,0,3,4,3,4,148
8,11,44.0,2.0,1.0,10.0,34.0,6.0,19.0,7.0,19.0,7.0,0.0,19.0,0.0,3.0,6.0,5.0,0.0,10,15,2,1,5,9,4,8,4,13,5,0,8,0,3,2,4,0,149
8,12,44.0,5.0,0.0,10.0,47.0,58.0,22.0,6.0,11.0,9.0,0.0,12.0,0.0,3.0,10.0,7.0,8.0,11,13,5,0,6,15,20,11,3,6,5,0,6,0,2,8,4,6,150
8,13,47.0,31.0,5.0,13.0,58.0,14.0,73.0,2.0,12.0,2.0,0.0,24.0,28.0,12.0,2.0,7.0,5.0,12,15,6,3,6,15,7,19,1,4,2,0,6,5,8,2,4,2,151
8,14,45.0,8.0,1.0,23.0,67.0,15.0,30.0,8.0,5.0,2.0,0.0,4.0,29.0,2.0,12.0,7.0,2.0,13,14,2,1,6,23,7,11,5,3,2,0,3,7,2,6,6,1,152
8,15,22.0,0.0,2.0,4.0,63.0,21.0,32.0,3.0,2.0,2.0,0.0,1.0,10.0,0.0,9.0,13.0,0.0,14,5,0,2,3,24,14,15,1,2,1,0,1,3,0,6,8,0,153
8,16,20.0,11.0,0.0,14.0,60.0,19.0,55.0,8.0,4.0,0.0,0.0,10.0,15.0,4.0,20.0,6.0,0.0,15,7,8,0,5,15,4,13,5,3,0,0,9,10,4,4,2,0,154
8,17,28.0,9.0,1.0,4.0,53.0,10.0,28.0,9.0,8.0,3.0,0.0,6.0,10.0,2.0,17.0,1.0,18.0,16,6,4,1,3,17,6,7,3,3,2,0,5,4,2,5,1,4,155
8,18,20.0,3.0,2.0,26.0,45.0,15.0,45.0,3.0,19.0,1.0,0.0,4.0,10.0,6.0,2.0,2.0,16.0,17,8,2,2,10,10,5,12,2,7,1,0,4,5,5,1,2,6,156
8,19,33.0,1.0,1.0,7.0,21.0,32.0,38.0,1.0,8.0,2.0,0.0,1.0,17.0,4.0,1.0,1.0,3.0,18,10,1,1,3,7,9,13,1,6,2,0,1,11,3,1,1,1,157
8,20,48.0,8.0,3.0,1.0,22.0,25.0,39.0,0.0,3.0,0.0,0.0,11.0,32.0,9.0,3.0,1.0,0.0,19,9,5,3,1,6,9,10,0,3,0,0,6,11,4,1,1,0,158
8,21,53.0,7.0,2.0,5.0,16.0,24.0,19.0,13.0,9.0,1.0,0.0,7.0,29.0,10.0,30.0,1.0,1.0,20,16,4,2,4,9,10,12,6,6,1,0,4,13,8,7,1,1,159
8,22,41.0,4.0,1.0,14.0,15.0,7.0,24.0,0.0,18.0,2.0,0.0,16.0,22.0,1.0,17.0,1.0,0.0,21,10,4,1,6,6,5,7,0,8,2,0,10,9,1,2,1,0,160
8,23,28.0,3.0,1.0,0.0,56.0,8.0,48.0,0.0,1.0,0.0,0.0,1.0,23.0,1.0,0.0,1.0,7.0,22,10,3,1,0,16,3,12,0,1,0,0,1,4,1,0,1,4,161
8,24,49.0,20.0,1.0,15.0,27.0,9.0,31.0,4.0,3.0,2.0,0.0,11.0,22.0,5.0,0.0,1.0,5.0,23,16,10,1,4,12,3,10,2,3,2,0,3,5,4,0,1,1,162
9,1,33.0,16.0,1.0,3.0,42.0,4.0,21.0,2.0,7.0,2.0,0.0,9.0,19.0,1.0,1.0,3.0,11.0,0,9,6,1,3,13,4,9,2,6,2,0,6,5,1,1,3,7,163
9,2,33.0,7.0,4.0,11.0,31.0,31.0,39.0,0.0,10.0,1.0,0.0,5.0,34.0,1.0,0.0,1.0,5.0,1,9,4,4,7,9,11,13,0,4,1,0,2,14,1,0,1,2,164
9,3,44.0,2.0,0.0,31.0,24.0,21.0,19.0,0.0,3.0,1.0,0.0,7.0,34.0,3.0,0.0,2.0,0.0,2,15,2,0,9,9,9,6,0,2,1,0,3,14,3,0,2,0,165
9,4,40.0,5.0,3.0,11.0,40.0,11.0,60.0,0.0,16.0,7.0,0.0,13.0,29.0,5.0,0.0,10.0,2.0,3,13,4,3,3,16,5,18,0,5,6,0,7,12,4,0,5,1,166
9,5,50.0,6.0,3.0,6.0,39.0,24.0,35.0,0.0,2.0,5.0,0.0,3.0,32.0,0.0,0.0,2.0,5.0,4,13,3,3,3,15,9,8,0,2,2,0,1,8,0,0,2,1,167
9,6,54.0,12.0,1.0,4.0,34.0,40.0,9.0,0.0,25.0,3.0,0.0,27.0,11.0,0.0,0.0,0.0,9.0,5,13,4,1,1,13,12,6,0,12,1,0,13,5,0,0,0,3,168
9,7,9.0,21.0,1.0,3.0,53.0,18.0,22.0,0.0,3.0,4.0,0.0,21.0,45.0,14.0,0.0,0.0,5.0,6,3,5,1,3,10,7,6,0,2,3,0,6,13,4,0,0,5,169
9,8,0.0,52.0,3.0,6.0,57.0,6.0,29.0,0.0,16.0,8.0,0.0,22.0,17.0,12.0,0.0,14.0,8.0,7,0,12,2,4,12,4,8,0,7,5,0,9,7,5,0,4,1,170
9,9,0.0,11.0,2.0,17.0,59.0,24.0,58.0,0.0,13.0,5.0,0.0,7.0,32.0,10.0,0.0,5.0,11.0,8,0,7,2,8,17,7,17,0,5,3,0,6,13,7,0,5,4,171
9,10,0.0,16.0,4.0,15.0,18.0,26.0,28.0,0.0,14.0,22.0,0.0,10.0,44.0,8.0,0.0,4.0,0.0,9,0,9,3,8,9,9,11,0,9,12,0,7,20,4,0,2,0,172
9,11,0.0,13.0,3.0,19.0,41.0,11.0,18.0,0.0,19.0,6.0,0.0,19.0,23.0,6.0,0.0,4.0,0.0,10,0,4,2,8,9,6,5,0,7,3,0,8,9,5,0,3,0,173
9,12,0.0,6.0,2.0,24.0,44.0,18.0,37.0,0.0,10.0,2.0,0.0,8.0,48.0,3.0,0.0,1.0,7.0,11,0,4,2,11,17,8,13,0,7,2,0,6,12,3,0,1,2,174
9,13,0.0,1.0,0.0,2.0,87.0,2.0,45.0,0.0,1.0,5.0,0.0,2.0,24.0,0.0,0.0,2.0,0.0,12,0,1,0,2,31,1,14,0,1,2,0,2,8,0,0,2,0,175
9,14,0.0,15.0,1.0,35.0,37.0,10.0,30.0,0.0,6.0,1.0,0.0,12.0,57.0,1.0,0.0,0.0,3.0,13,0,6,1,9,11,7,7,0,4,1,0,8,15,1,0,0,1,176
9,15,62.0,4.0,0.0,3.0,32.0,26.0,26.0,0.0,6.0,2.0,0.0,7.0,28.0,6.0,0.0,1.0,0.0,14,11,2,0,2,9,10,7,0,4,2,0,5,6,4,0,1,0,177
9,16,83.0,42.0,4.0,5.0,44.0,33.0,28.0,0.0,5.0,7.0,0.0,8.0,55.0,10.0,0.0,5.0,15.0,15,19,7,2,3,8,8,4,0,3,3,0,4,14,4,0,3,5,178
9,17,5.0,8.0,3.0,1.0,51.0,4.0,6.0,0.0,12.0,3.0,0.0,11.0,21.0,8.0,0.0,2.0,0.0,16,3,4,3,1,18,4,3,0,6,3,0,5,7,5,0,2,0,179
9,18,11.0,32.0,0.0,12.0,37.0,3.0,31.0,0.0,9.0,3.0,0.0,29.0,42.0,6.0,0.0,5.0,2.0,17,6,11,0,4,8,3,4,0,6,3,0,9,11,5,0,3,2,180
9,19,31.0,4.0,2.0,0.0,61.0,10.0,15.0,0.0,5.0,2.0,0.0,7.0,9.0,5.0,0.0,21.0,15.0,18,12,2,1,0,19,7,5,0,2,2,0,5,5,5,0,9,4,181
9,20,39.0,16.0,1.0,10.0,21.0,16.0,17.0,0.0,10.0,0.0,0.0,2.0,22.0,0.0,0.0,2.0,7.0,19,12,11,1,6,10,9,7,0,4,0,0,1,10,0,0,1,3,182
9,21,68.0,30.0,2.0,11.0,54.0,9.0,63.0,0.0,13.0,1.0,0.0,19.0,30.0,4.0,0.0,4.0,7.0,20,20,8,2,2,13,5,16,0,9,1,0,6,6,3,0,3,1,183
9,22,44.0,39.0,4.0,30.0,87.0,22.0,89.0,0.0,30.0,9.0,0.0,28.0,34.0,7.0,0.0,4.0,0.0,21,9,9,3,9,30,9,23,0,11,6,0,13,11,5,0,4,0,184
9,23,31.0,23.0,8.0,19.0,76.0,11.0,73.0,12.0,31.0,15.0,2.0,18.0,45.0,17.0,15.0,8.0,13.0,22,15,9,6,10,27,6,33,5,14,9,2,13,21,11,5,7,6,185
